"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/06/2013","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","CHASE SAVINGS","",""
"5/03/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA358835  05/02","11.67","debit","Groceries","CHASE COLLEGE","",""
"4/30/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"4/30/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","424.70","credit","Paycheck","CHASE SAVINGS","",""
"4/29/2013","BART","BART-CLIPPER ASHBY 5104646979 CA04/26","49.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/29/2013","PayPal","PAYPAL           INST XFER  4PW226ZHL828J   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"4/29/2013","Target","TARGET T1926 TARGET T1 ALBANY CA241816  04/28","17.30","debit","Shopping","CHASE COLLEGE","",""
"4/29/2013","Pic-N-Pac Liquors","PIC N PAC LIQUORS BERKELEY CA791512  04/28","10.92","debit","Alcohol & Bars","CHASE COLLEGE","",""
"4/29/2013","Cafe Leila","CAFE LEILA BERKELEY CA04/28","14.12","debit","Restaurants","CHASE COLLEGE","",""
"4/26/2013","Stripe Transferccd Id","STRIPE           TRANSFERCCD ID: WFMSTRIPE1","4.55","credit","Transfer","CHASE COLLEGE","",""
"4/26/2013","BART","BART-CLIPPER N BERKELEY 5104646979 CA        04/25","10.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/24/2013","Sprint PCS","SPRINT *WIRELESS 800-639-6111 KS04/24","84.61","debit","Mobile Phone","CHASE COLLEGE","",""
"4/24/2013","Target","TARGET T1926 TARGET T1 ALBANY CA937698  04/23","13.74","debit","Shopping","CHASE COLLEGE","",""
"4/23/2013","Stripe Transferccd Id","STRIPE           TRANSFERCCD ID: WFMSTRIPE1","0.67","credit","Transfer","CHASE COLLEGE","",""
"4/22/2013","Stripe Transferccd Id","STRIPE           TRANSFERCCD ID: WFMSTRIPE1","19.12","credit","Transfer","CHASE COLLEGE","",""
"4/22/2013","Amtrak","AMTRAK .COM 11011270547 WASHINGTON DC        04/20","84.00","debit","Travel","CHASE COLLEGE","",""
"4/22/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         04/20","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/22/2013","Amazon","Amazon.com AMZN.COM/BILL WA04/22","36.25","debit","Shopping","CHASE COLLEGE","",""
"4/22/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA448525  04/21","18.02","debit","Groceries","CHASE COLLEGE","",""
"4/22/2013","Amazon","Amazon.com AMZN.COM/BILL WA04/22","39.20","debit","Shopping","CHASE COLLEGE","",""
"4/19/2013","PayPal","TRICYCLE I.T.    IAT PAYPAL 4PW226YFYX2FU   WEB ID: 770510487C","90.00","debit","Shopping","CHASE COLLEGE","",""
"4/18/2013","ATM Fee","NON-CHASE ATM WITHDRAW077048  04/1886 SECOND","3.00","debit","ATM Fee","CHASE COLLEGE","",""
"4/18/2013","Non Chase ATM","NON-CHASE ATM WITHDRAW077048  04/1886 SECOND","40.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"4/18/2013","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/18","39.99","debit","Shopping","CHASE COLLEGE","",""
"4/18/2013","Randalls","SQ *RANDALL FARMER Berkeley CA04/17","250.00","debit","Groceries","CHASE COLLEGE","",""
"4/18/2013","T-Mobile","T-MOBILE.COM*ORDER 800-672-5390WA           04/17","60.90","debit","Mobile Phone","CHASE COLLEGE","",""
"4/18/2013","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"4/17/2013","ATM Fee","NON-CHASE ATM WITHDRAW566937  04/172948 MART","2.50","debit","ATM Fee","CHASE COLLEGE","",""
"4/17/2013","Non Chase ATM","NON-CHASE ATM WITHDRAW566937  04/172948 MART","20.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"4/17/2013","Ashby Super Market","Ashby Supermarket Berkeley CA764181  04/17","5.27","debit","Groceries","CHASE COLLEGE","",""
"4/17/2013","BART","BART-CLIPPER N BERKELEY 5104646979 CA        04/16","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/17/2013","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"4/16/2013","Target","TARGET T1926 TARGET T1 ALBANY CA164027  04/15","10.82","debit","Shopping","CHASE COLLEGE","",""
"4/15/2013","Grubhub Food Order","GRUBHUB FOOD ORDER 877-585-7878IL           04/11","26.54","debit","Food & Dining","CHASE COLLEGE","",""
"4/15/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"4/15/2013","Amtrak","AMTRAK .COM 10210000037 WASHINGTON DC        04/12","84.00","debit","Travel","CHASE COLLEGE","",""
"4/15/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","424.72","credit","Paycheck","CHASE SAVINGS","",""
"4/12/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","900.00","credit","Income","CHASE COLLEGE","",""
"4/12/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","132.00","credit","Income","CHASE COLLEGE","",""
"4/12/2013","BART","BART-CLIPPER N BERKELEY 5104646979 CA        04/11","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/12/2013","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        04/11","36.00","debit","Gift","CHASE COLLEGE","",""
"4/11/2013","Check 139","CHECK 139","1040.00","debit","Check","CHASE COLLEGE","",""
"4/11/2013","Non-Sufficient Funds Fee","INSUFFICIENT FUNDS FEE FOR CHECK#139 IN THE AMOUNT OF $1,040.00","34.00","debit","Bank Fee","CHASE COLLEGE","",""
"4/10/2013","Walgreens","WALGREENS 2995 SAN PAB BERKELEYCA   225880  04/10","17.33","debit","Pharmacy","CHASE COLLEGE","",""
"4/09/2013","Subway","SUBWAY        032842 SAN FRANCISCO CA        04/09","5.17","debit","Fast Food","CHASE COLLEGE","",""
"4/09/2013","Oh Taxincome Ohincometxppd","8009OH-TAXINCOME OHINCOMETXPPD ID: 1040080005","310.00","debit","State Tax","CHASE COLLEGE","",""
"4/09/2013","Target","TARGET T1926 TARGET T1 ALBANY CA640780  04/08","35.20","debit","Shopping","CHASE COLLEGE","",""
"4/08/2013","Cafe Leila","CAFE LEILA BERKELEY CA04/07","11.94","debit","Restaurants","CHASE COLLEGE","",""
"4/08/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA895587  04/06","8.89","debit","Groceries","CHASE COLLEGE","",""
"4/08/2013","PayPal","PAYPAL           INST XFER  4PW226X7VP85Y   WEB ID: PAYPALSI66","36.00","debit","Shopping","CHASE COLLEGE","",""
"4/08/2013","TaxACT","TAXACT *ONLINE 2 800-573-4287 IA04/06","17.95","debit","Taxes","CHASE COLLEGE","",""
"4/08/2013","TaxACT","TAXACT *ONLINE 2 800-573-4287 IA04/06","19.95","debit","Taxes","CHASE COLLEGE","",""
"4/08/2013","Pay Service Fee","PAY 1040 SERVICE FEE # NASHVILLETN          04/05","2.99","debit","Uncategorized","CHASE COLLEGE","",""
"4/08/2013","Treasury","U.S. TREASURY TAX PAY 888-PAY-1040 DC        04/05","2471.00","debit","Taxes","CHASE COLLEGE","",""
"4/05/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         04/02","2.75","debit","Groceries","CHASE COLLEGE","",""
"4/05/2013","Grubhub Food Order","GRUBHUB FOOD ORDER 877-585-7878IL           04/03","36.81","debit","Food & Dining","CHASE COLLEGE","",""
"4/05/2013","BART","BART-CLIPPER MONTGOMERY 5104646979 CA        04/04","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"4/04/2013","Devices","GOOGLE *Devices GOOGLE.COM/CH CA04/03","339.15","debit","Uncategorized","CHASE COLLEGE","",""
"4/04/2013","T-Mobile","T-MOBILE.COM*ORDER 800-672-5390WA           04/04","23.97","debit","Mobile Phone","CHASE COLLEGE","",""
"4/04/2013","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"4/04/2013","Interest","INTEREST PAYMENT","0.03","credit","Interest Income","CHASE SAVINGS","",""
"4/03/2013","Walgreens","WALGREENS 2995 SAN PAB BERKELEYCA   058159  04/03","7.66","debit","Pharmacy","CHASE COLLEGE","",""
"4/03/2013","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/03","4.18","debit","Shopping","CHASE COLLEGE","",""
"4/02/2013","Amazon","Amazon.com AMZN.COM/BILL WA04/01","10.65","debit","Shopping","CHASE COLLEGE","",""
"4/02/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    752354  04/01","11.53","debit","Pharmacy","CHASE COLLEGE","",""
"4/01/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    358835  03/30","5.29","debit","Pharmacy","CHASE COLLEGE","",""
"4/01/2013","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        04/01","2.99","debit","Music","CHASE COLLEGE","",""
"4/01/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA485973  03/30","13.99","debit","Groceries","CHASE COLLEGE","",""
"4/01/2013","BART","BART-CLIPPER N BERKELEY CA04/01","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/29/2013","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        03/28","4.99","debit","Music","CHASE COLLEGE","",""
"3/29/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"3/29/2013","PayPal","PAYPAL           INST XFER  4PW226WE7V65Q   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"3/29/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    000717  03/29","17.01","debit","Pharmacy","CHASE COLLEGE","",""
"3/29/2013","Straighttalk Services Fl","STRAIGHTTALK*SERVICES 877-430-2355 FL        03/29","46.54","debit","Mobile Phone","CHASE COLLEGE","",""
"3/29/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","424.71","credit","Paycheck","CHASE SAVINGS","",""
"3/27/2013","Amazon","Amazon.com AMZN.COM/BILL WA03/26","10.89","debit","Shopping","CHASE COLLEGE","",""
"3/26/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA926343  03/25","18.22","debit","Groceries","CHASE COLLEGE","",""
"3/26/2013","BART","BART-CLIPPER N BERKELEY 5104646979 CA        03/25","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/26/2013","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/26","4.69","debit","Shopping","CHASE COLLEGE","",""
"3/26/2013","Arch Telecom Berkeley","ARCH TELECOM BERKELEY BERKELEY CA            03/24","246.34","credit","Income","CHASE COLLEGE","",""
"3/25/2013","Target","TARGET T1926 TARGET T1 ALBANY CA708353  03/22","21.97","debit","Shopping","CHASE COLLEGE","",""
"3/25/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    531906  03/24","2.99","debit","Pharmacy","CHASE COLLEGE","",""
"3/22/2013","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   554332  03/22","93.77","debit","Groceries","CHASE COLLEGE","",""
"3/22/2013","Lalimes","LALIMES BERKELEY CA03/21","62.50","debit","Uncategorized","CHASE COLLEGE","",""
"3/21/2013","Bountify Ca","BOUNTIFY.CO 510-333-1240 CA03/20","29.99","debit","Uncategorized","CHASE COLLEGE","",""
"3/20/2013","Bountify Ca","BOUNTIFY.CO 510-333-1240 CA03/19","6.99","debit","Uncategorized","CHASE COLLEGE","",""
"3/20/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA03/19","10.74","debit","Fast Food","CHASE COLLEGE","",""
"3/19/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         03/18","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/18/2013","Church's Chicken","CHURCH'S CHICKEN # BERKELEY CA029254  03/17","7.61","debit","Restaurants","CHASE COLLEGE","",""
"3/18/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA551383  03/17","30.11","debit","Groceries","CHASE COLLEGE","",""
"3/18/2013","Homejoy Ca","HOMEJOY 855-728-4569 CA03/15","85.00","debit","Uncategorized","CHASE COLLEGE","",""
"3/18/2013","Arch Telecom Berkeley","ARCH TELECOM BERKELEY BERKELEY CA            03/14","246.34","debit","Uncategorized","CHASE COLLEGE","",""
"3/18/2013","Peet's Coffee","PEETS 13602 BERKELEY CA03/17","4.30","debit","Coffee Shops","CHASE COLLEGE","",""
"3/15/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1455.53","credit","Paycheck","CHASE COLLEGE","",""
"3/15/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA553701  03/15","17.35","debit","Groceries","CHASE COLLEGE","",""
"3/15/2013","BART","BART-CLIPPER MO SAN FRANCISCO CA03/15","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/14/2013","Check 168","CHECK 168","2000.00","debit","Check","CHASE COLLEGE","",""
"3/14/2013","Jayakarta Restaurant","JAYAKARTA RESTAURANT BERKELEY CA03/13","28.47","debit","Restaurants","CHASE COLLEGE","",""
"3/14/2013","Games Of Berkeley","GAMES OF BERKELEY BERKELEY CA03/13","21.78","debit","Amusement","CHASE COLLEGE","",""
"3/14/2013","Starbucks","STARBUCKS #09217 BERKEL BerkeleyCA          03/13","4.05","debit","Coffee Shops","CHASE COLLEGE","",""
"3/14/2013","Toaster Oven","THE TOASTER OVEN SAN FRANCISCO CA            03/12","10.03","debit","Uncategorized","CHASE COLLEGE","",""
"3/13/2013","Trader Joe's","TRADER JOE'S #186 BERKELEY CA992396  03/13","24.95","debit","Groceries","CHASE COLLEGE","",""
"3/13/2013","E-Z Stop Deli","EZ STOP DELI BERKELEY CA493190  03/13","4.25","debit","Restaurants","CHASE COLLEGE","",""
"3/12/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         03/11","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/12/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA03/11","10.74","debit","Fast Food","CHASE COLLEGE","",""
"3/11/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA03/08","3.92","debit","Fast Food","CHASE COLLEGE","",""
"3/11/2013","Derby Food Ctr","DERBY FOOD CENTER BERKELEY CA000106  03/10","6.47","debit","Groceries","CHASE COLLEGE","",""
"3/11/2013","PayPal","PAYPAL           INST XFER  4PW226UB675HL   WEB ID: PAYPALSI66","36.00","debit","Shopping","CHASE COLLEGE","",""
"3/08/2013","Target","TARGET T1926 TARGET T1 ALBANY CA923488  03/07","16.78","debit","Shopping","CHASE COLLEGE","",""
"3/07/2013","BART","BART ASHBY STAT BERKELEY CA03/06","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"3/06/2013","Subway","SUBWAY        032842 SAN FRANCISCO CA        03/06","8.32","debit","Fast Food","CHASE COLLEGE","",""
"3/06/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    220999  03/06","12.89","debit","Pharmacy","CHASE COLLEGE","",""
"3/06/2013","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"3/06/2013","Interest","INTEREST PAYMENT","0.02","credit","Interest Income","CHASE SAVINGS","",""
"3/05/2013","Check 166","CHECK 166","56.25","debit","Check","CHASE COLLEGE","",""
"3/05/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA03/04","8.67","debit","Fast Food","CHASE COLLEGE","",""
"3/05/2013","Check 167","CHECK 167","947.00","debit","Check","CHASE COLLEGE","",""
"3/04/2013","PayPal","PAYPAL           INST XFER  4PW226TB26W2G   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"3/04/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA113365  03/03","17.15","debit","Groceries","CHASE COLLEGE","",""
"3/01/2013","Homejoy Ca","HOMEJOY 855-728-4569 CA02/28","65.00","debit","Uncategorized","CHASE COLLEGE","",""
"3/01/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         02/26","2.75","debit","Groceries","CHASE COLLEGE","",""
"2/28/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"2/28/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA02/27","7.30","debit","Fast Food","CHASE COLLEGE","",""
"2/28/2013","BART","BART-MONTOMERY SAN FRANCISCO CA02/28","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"2/28/2013","Homejoy Ca","HOMEJOY 855-728-4569 CA02/27","85.00","debit","Uncategorized","CHASE COLLEGE","",""
"2/28/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","424.71","credit","Paycheck","CHASE SAVINGS","",""
"2/26/2013","Target","TARGET T1926 TARGET T1 ALBANY CA253579  02/25","10.16","debit","Shopping","CHASE COLLEGE","",""
"2/26/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         02/25","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"2/25/2013","PayPal","PAYPAL           INST XFER  4PW226SKV2Z4G   WEB ID: PAYPALSI66","9.69","debit","Shopping","CHASE COLLEGE","",""
"2/25/2013","PayPal","PAYPAL           INST XFER  4PW226SKUVTJL   WEB ID: PAYPALSI66","17.98","debit","Shopping","CHASE COLLEGE","",""
"2/25/2013","PayPal","STIGER INCORPORA IAT PAYPAL 4PW226SKUVUE6   WEB ID: 770510487C","24.47","debit","Shopping","CHASE COLLEGE","",""
"2/25/2013","Pathjoy Ca","PATHJOY 855-728-4569 CA02/24","85.00","debit","Uncategorized","CHASE COLLEGE","",""
"2/25/2013","Cafe Leila","CAFE LEILA BERKELEY CA02/24","14.12","debit","Restaurants","CHASE COLLEGE","",""
"2/22/2013","Lalimes","LALIMES BERKELEY CA02/21","79.76","debit","Uncategorized","CHASE COLLEGE","",""
"2/22/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    151499  02/22","4.47","debit","Pharmacy","CHASE COLLEGE","",""
"2/20/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA901129  02/20","21.50","debit","Groceries","CHASE COLLEGE","",""
"2/20/2013","Subway","SUBWAY        032842 SAN FRANCISCO CA        02/20","5.44","debit","Fast Food","CHASE COLLEGE","",""
"2/19/2013","Berkeley Bowl Market","BERKELEY BOWL MARKE BERKELEY CA02/16","25.88","debit","Groceries","CHASE COLLEGE","",""
"2/15/2013","Bountify Ca","BOUNTIFY.CO 5103331240 CA02/14","6.99","debit","Uncategorized","CHASE COLLEGE","",""
"2/15/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"2/15/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA02/14","9.21","debit","Fast Food","CHASE COLLEGE","",""
"2/15/2013","BART","BART-CLIPPER N BERKELEY 5104646979 CA        02/14","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"2/15/2013","Payroll Payppd Id","Payroll          PAYPPD ID: 1943345425","424.71","credit","Paycheck","CHASE SAVINGS","",""
"2/14/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         02/11","2.75","debit","Groceries","CHASE COLLEGE","",""
"2/14/2013","PayPal","PAYPAL           INST XFER  4PW226RF8Q5WA   WEB ID: PAYPALSI66","36.00","debit","Shopping","CHASE COLLEGE","",""
"2/14/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA187019  02/13","40.73","debit","Groceries","CHASE COLLEGE","",""
"2/11/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA02/10","12.48","debit","Fast Food","CHASE COLLEGE","",""
"2/08/2013","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","689.00","credit","Income","CHASE SAVINGS","",""
"2/07/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         02/04","2.75","debit","Groceries","CHASE COLLEGE","",""
"2/07/2013","iTunes","APL*APPLE ITUNES STOR 866-712-7753 CA        02/07","0.99","debit","Music","CHASE COLLEGE","",""
"2/06/2013","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"2/06/2013","Interest","INTEREST PAYMENT","0.02","credit","Interest Income","CHASE SAVINGS","",""
"2/05/2013","Amazon","Amazon Web Services aws.amazon.co WA         02/05","0.88","debit","Shopping","CHASE COLLEGE","",""
"2/05/2013","Withdrawal","WITHDRAWAL","80.00","debit","Uncategorized","CHASE COLLEGE","",""
"2/05/2013","Subway","SUBWAY        032842 SAN FRANCISCO CA        02/05","5.00","debit","Fast Food","CHASE COLLEGE","",""
"2/04/2013","Check 165","CHECK 165","1288.00","debit","Check","CHASE COLLEGE","",""
"2/04/2013","PayPal","PAYPAL           INST XFER  4PW226Q7WV7JS   WEB ID: PAYPALSI66","140.00","debit","Shopping","CHASE COLLEGE","",""
"2/04/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    615508  02/02","8.13","debit","Pharmacy","CHASE COLLEGE","",""
"2/04/2013","Chevron","CHEVRON 00306144 BERKELEY CA02/02","3.60","debit","Gas & Fuel","CHASE COLLEGE","",""
"2/04/2013","Target","TARGET T1926 TARGET T1 ALBANY CA446218  02/03","70.50","debit","Shopping","CHASE COLLEGE","",""
"2/04/2013","Pathjoy Ca","PATHJOY 855-728-4569 CA02/02","40.00","debit","Uncategorized","CHASE COLLEGE","",""
"2/04/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA         01/30","2.75","debit","Groceries","CHASE COLLEGE","",""
"2/04/2013","E Services","A&E SERVICE     9836 800-676-5543 CA         02/01","226.79","debit","Printing","CHASE COLLEGE","",""
"2/01/2013","Orig Name Payrollorig","ORIG CO NAME:PayrollORIG ID:1943345425 DESC DATE:Jan","1500.00","credit","Paycheck","CHASE COLLEGE","",""
"2/01/2013","Orig Name Payrollorig","ORIG CO NAME:PayrollORIG ID:1943345425 DESC DATE:Jan","167.49","credit","Paycheck","CHASE SAVINGS","",""
"2/01/2013","Wine & Spirits","SOMA WINE & SPIRITS SAN FRANCISCO CA 993979  02/01","2.75","debit","Groceries","CHASE COLLEGE","",""
"2/01/2013","BART","BART-CLIPPER N BERKELEY CA02/01","30.00","debit","Public Transportation","CHASE COLLEGE","",""
"2/01/2013","Amazon","Amazon Web Services aws.amazon.co WA         01/31","0.88","debit","Shopping","CHASE COLLEGE","",""
"1/31/2013","PayPal","PAYPAL           INST XFER  4PW226PUUFP8Q   WEB ID: PAYPALSI66","7.99","debit","Shopping","CHASE COLLEGE","",""
"1/31/2013","Berkeley Ace Hdwe","BERKELEY ACE HDWE BERKELEY CA242633  01/31","12.85","debit","Uncategorized","CHASE COLLEGE","",""
"1/31/2013","Games Of Berkeley","Games Of Berkel BERKELEY CA01/31","76.28","debit","Amusement","CHASE COLLEGE","",""
"1/31/2013","Amazon","Amazon.com AMZN.COM/BILL WA01/30","325.16","debit","Shopping","CHASE COLLEGE","",""
"1/31/2013","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    343926  01/31","2.08","debit","Pharmacy","CHASE COLLEGE","",""
"1/31/2013","Subway","SUBWAY        032842 SAN FRANCISCO CA        01/30","9.70","debit","Fast Food","CHASE COLLEGE","",""
"1/28/2013","Straighttalk Services Fl","STRAIGHTTALK*SERVICES 877-430-2355 FL        01/27","46.53","debit","Mobile Phone","CHASE COLLEGE","",""
"1/28/2013","Wal-Mart","WAL-MART #3455 RICHMOND CA01/26","8.47","debit","Shopping","CHASE COLLEGE","",""
"1/25/2013","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 3079654282","1000.00","debit","Transfer","CHASE SAVINGS","",""
"1/25/2013","Drate Pharmacy","DRATE PHARMACY BERKELEY CA01/23","10.42","debit","Pharmacy","CHASE COLLEGE","",""
"1/25/2013","Transfer from CHASE SAVINGS","Online Transfer from  SAV ...3255 transaction#: 3079654282","1000.00","credit","Transfer","CHASE COLLEGE","",""
"1/25/2013","Lalimes","LALIMES BERKELEY CA01/24","49.60","debit","Uncategorized","CHASE COLLEGE","",""
"1/25/2013","BART","BART-CLIPPER MONTGOMERY 5104646979 CA        01/24","20.00","debit","Public Transportation","CHASE COLLEGE","",""
"1/24/2013","Toaster Oven","THE TOASTER OVEN SAN FRANCISCO CA            01/22","3.36","debit","Uncategorized","CHASE COLLEGE","",""
"1/23/2013","Check 163","CHECK 163","676.95","debit","Check","CHASE COLLEGE","",""
"1/23/2013","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   203734  01/23","20.52","debit","Groceries","CHASE COLLEGE","",""
"1/23/2013","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        01/23","29.97","debit","Shopping","CHASE COLLEGE","",""
"1/23/2013","Beeminder Com Il","BEEMINDER.COM 734-276-7285 IL01/22","30.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/22/2013","Pathjoy Ca","PATHJOY 855-728-4569 CA01/21","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/22/2013","Toarminas Pizza","TOARMINA`S PIZZA ROMULUS MI01/17","21.76","debit","Fast Food","CHASE COLLEGE","",""
"1/22/2013","Chipotle","CHIPOTLE 0231 BERKELEY CA01/20","7.30","debit","Fast Food","CHASE COLLEGE","",""
"1/22/2013","Target","TARGET T1926 TARGET T1 ALBANY CA629003  01/19","70.93","debit","Shopping","CHASE COLLEGE","",""
"1/22/2013","Target","TARGET T1926 TARGET T1 ALBANY CA408553  01/19","2.39","debit","Shopping","CHASE COLLEGE","",""
"1/22/2013","BART","BART NORTH BERKELE QPS 5104646979 CA         01/18","1.75","debit","Public Transportation","CHASE COLLEGE","",""
"1/22/2013","Pathjoy Ca","PATHJOY 855-728-4569 CA01/19","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/22/2013","Safeway","SAFEWAY  STORE  0676 ALBANY CA659337  01/21","66.54","debit","Groceries","CHASE COLLEGE","",""
"1/22/2013","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        01/22","27.90","debit","Shopping","CHASE COLLEGE","",""
"1/22/2013","Infinitel Communications","INFINITEL COMMUNICAT SAN FRANCISCO CA        01/21","16.19","debit","Bills & Utilities","CHASE COLLEGE","",""
"1/22/2013","Pathjoy Ca","PATHJOY 855-728-4569 CA01/19","100.00","debit","Uncategorized","CHASE COLLEGE","",""
"1/17/2013","Krishna","KRISHNA CARRY OUT CINCINNATI OH01/16","8.95","debit","Restaurants","CHASE COLLEGE","",""
"1/16/2013","Marathon","MARATHON PETRO121566 CINCINNATIOH           01/15","4.83","debit","Gas & Fuel","CHASE COLLEGE","",""
"1/15/2013","Bay Area Rapid","BAY AREA RAPID TRANQPS 5104646979 CA         01/14","18.20","credit","Income","CHASE COLLEGE","",""
"1/15/2013","Tether Com Ns","TETHER.COM 6462572351 NS01/13","29.95","debit","Uncategorized","CHASE COLLEGE","",""
"1/14/2013","Meijer","MEIJER INC #157    Q01 MILFORD OH            01/11","26.07","debit","Groceries","CHASE COLLEGE","",""
"1/14/2013","Panera Bread","PANERA BREAD #3031 CINNCINNATI OH            01/10","12.84","debit","Fast Food","CHASE COLLEGE","",""
